household_id,state,sector_rural_urban,household_size,food_expenditure,education_expenditure,medical_expenditure,transport_expenditure,rent,fuel_light,clothing,durable_goods,total_monthly_expenditure,mpce
1283,Delhi,Urban,7,11895,5240,2271,3173,13312,1464,2370,3802,43527,6218.14
1284,Maharashtra,Urban,3,23155,7255,7868,3824,17379,3712,3981,1838,69012,23004.0
1285,Delhi,Urban,4,13021,5975,4540,4369,16181,2901,2853,2351,52191,13047.75
1286,Kerala,Rural,2,4907,2544,1594,2495,1140,1493,374,1901,16448,8224.0
1287,Bihar,Urban,5,6926,1841,2145,3271,12470,1509,1351,2550,32063,6412.6
1288,Tamil Nadu,Urban,2,10759,4122,3754,3180,10371,1446,1330,895,35857,17928.5
1289,Maharashtra,Urban,3,20768,4731,5337,5048,15541,4909,3291,5970,65595,21865.0
1290,Kerala,Rural,3,3315,1320,331,1081,530,746,572,826,8721,2907.0
1291,Tamil Nadu,Urban,3,15799,9012,4356,3180,4403,4946,3983,2642,48321,16107.0
1292,Rajasthan,Rural,8,4067,750,934,744,1237,1283,802,1833,11650,1456.25
1293,Karnataka,Urban,8,4613,1623,1693,2237,12261,904,1163,1330,25824,3228.0
1294,Bihar,Rural,3,5367,2140,1690,1511,3992,1098,561,1415,17774,5924.67
1295,Karnataka,Urban,5,22087,5166,6635,6852,17002,4480,1540,8861,72623,14524.6
1296,Gujarat,Urban,6,7186,3698,1791,1288,11813,2388,745,769,29678,4946.33
1297,Tamil Nadu,Urban,4,21761,8236,4524,4566,16195,3674,1734,1817,62507,15626.75
1298,Bihar,Urban,2,13977,4621,1705,2629,17727,2543,2476,2329,48007,24003.5
1299,Kerala,Urban,6,16692,6705,3676,4942,9970,3704,1582,2246,49517,8252.83
1300,Tamil Nadu,Rural,4,6293,2799,2170,2008,959,1310,391,2304,18234,4558.5
1301,Delhi,Rural,4,8367,2977,2917,2740,862,1466,1242,2464,23035,5758.75
1302,Gujarat,Urban,4,9951,3334,2673,3464,13017,2790,2707,1639,39575,9893.75
1303,Uttar Pradesh,Rural,6,7002,2385,2330,1718,3656,1152,1386,1099,20728,3454.67
1304,Gujarat,Urban,7,15167,5145,2915,2453,17249,3631,2807,6421,55788,7969.71
1305,Kerala,Rural,2,4334,774,1259,645,1195,1081,568,1320,11176,5588.0
1306,Maharashtra,Urban,3,16632,5453,2171,5237,11836,3748,3889,4541,53507,17835.67
1307,Rajasthan,Urban,7,5988,1989,2242,1461,3105,1101,1135,673,17694,2527.71
1308,Rajasthan,Rural,7,1812,817,447,984,1319,584,298,320,6581,940.14
1309,Karnataka,Rural,2,5139,2152,2225,1431,2106,792,841,2106,16792,8396.0
1310,Gujarat,Rural,6,7641,2643,1035,1214,479,1030,666,2468,17176,2862.67
1311,Bihar,Rural,3,3605,1315,484,1144,2421,470,207,908,10554,3518.0
1312,Rajasthan,Urban,8,14727,4537,3950,2340,17501,1468,1202,1965,47690,5961.25
1313,Rajasthan,Rural,3,5801,2879,1107,1773,1969,750,898,674,15851,5283.67
1314,Rajasthan,Rural,3,5026,2388,2321,1298,3102,1393,1294,2297,19119,6373.0
1315,Rajasthan,Urban,3,11304,4747,3626,4647,6271,1268,1283,1980,35126,11708.67
1316,Tamil Nadu,Rural,8,7563,2574,793,2320,3044,1670,1381,781,20126,2515.75
1317,Maharashtra,Rural,7,6533,2639,655,2326,3697,1085,1077,718,18730,2675.71
1318,Uttar Pradesh,Rural,7,7325,912,1325,1201,3963,1342,628,1088,17784,2540.57
1319,West Bengal,Rural,3,3110,896,1604,978,927,828,376,969,9688,3229.33
1320,Bihar,Rural,8,7706,2185,1892,2184,2301,1228,502,789,18787,2348.38
1321,Bihar,Rural,4,6916,1693,1133,1818,2507,939,1215,1663,17884,4471.0
1322,Bihar,Rural,8,4759,1697,1740,1083,1750,863,606,1495,13993,1749.12
1323,Karnataka,Rural,4,3346,1223,525,642,3774,541,161,1070,11282,2820.5
1324,Gujarat,Urban,6,16276,3903,1806,3878,15021,2319,2302,5500,51005,8500.83
1325,Bihar,Rural,5,2236,1260,845,381,1031,388,453,905,7499,1499.8
1326,Rajasthan,Urban,2,10730,1501,2158,2062,14617,1685,789,1113,34655,17327.5
1327,Maharashtra,Urban,6,14757,5114,4199,5169,5427,1859,2715,4332,43572,7262.0
1328,Tamil Nadu,Rural,2,6166,2387,1868,2200,3048,1031,469,551,17720,8860.0
1329,Rajasthan,Urban,6,23188,7619,2450,6515,8087,2169,3089,2892,56009,9334.83
1330,Maharashtra,Urban,8,11860,4878,2670,5296,3882,3245,1292,5375,38498,4812.25
1331,Rajasthan,Rural,6,3682,2526,1126,997,589,1316,899,584,11719,1953.17
1332,Rajasthan,Urban,6,6228,1463,1249,1573,11232,964,1047,2298,26054,4342.33
1333,Karnataka,Urban,2,25161,8601,5610,4062,13638,4194,3803,7931,73000,36500.0
1334,Kerala,Urban,3,5623,909,1102,1089,7462,1609,631,1140,19565,6521.67
1335,Maharashtra,Urban,8,8710,1860,1456,1639,3390,2146,890,2082,22173,2771.62
1336,Bihar,Rural,6,5266,1573,2525,1806,3673,1011,1007,976,17837,2972.83
1337,Rajasthan,Urban,7,16472,6423,6168,5971,8086,3512,2570,2937,52139,7448.43
1338,Kerala,Urban,4,10533,1650,3093,1844,7766,1451,784,2383,29504,7376.0
1339,West Bengal,Urban,2,17168,5256,4337,2671,11002,2379,1816,3715,48344,24172.0
1340,Kerala,Rural,4,1853,794,641,770,3177,659,499,307,8700,2175.0
1341,Karnataka,Rural,5,7665,2758,1379,1655,2582,1453,637,646,18775,3755.0
1342,Uttar Pradesh,Urban,2,10899,1798,3597,2474,9705,1902,1923,1719,34017,17008.5
1343,Kerala,Rural,2,4977,1017,1084,1984,1887,675,803,1402,13829,6914.5
1344,Bihar,Rural,3,2778,1489,1420,690,1053,495,457,1157,9539,3179.67
1345,Karnataka,Rural,7,8000,1828,1562,2662,2948,1480,1144,1767,21391,3055.86
1346,Delhi,Urban,5,19661,3328,3683,5798,6311,1937,1768,5063,47549,9509.8
1347,Bihar,Rural,5,6386,1218,2734,1039,27,1623,463,1643,15133,3026.6
1348,Gujarat,Rural,4,4276,1469,686,1857,1647,696,596,702,11929,2982.25
1349,Karnataka,Urban,7,12619,4150,4405,3031,5253,2208,885,4213,36764,5252.0
1350,Karnataka,Urban,5,11568,3592,3114,3677,14653,2575,1208,1517,41904,8380.8
1351,Kerala,Urban,4,15866,8291,7353,7715,16369,4270,4004,1780,65648,16412.0
1352,Karnataka,Rural,3,3780,820,1266,452,3216,536,245,397,10712,3570.67
1353,Karnataka,Urban,7,12878,2999,4271,5836,9891,1861,3501,4491,45728,6532.57
1354,Delhi,Urban,7,7292,2786,1195,2603,6549,1676,384,827,23312,3330.29
1355,West Bengal,Rural,4,3373,894,1585,1564,810,944,614,1745,11529,2882.25
1356,Gujarat,Urban,3,10636,2987,2981,4242,10307,1494,2733,1255,36635,12211.67
1357,Kerala,Urban,7,9945,2629,2522,3694,17693,3068,2959,3101,45611,6515.86
1358,Bihar,Urban,8,13876,2007,1577,2345,16394,1809,2444,2142,42594,5324.25
1359,Maharashtra,Rural,2,6809,1327,1494,1050,937,1374,1140,2055,16186,8093.0
1360,Kerala,Urban,8,23729,6236,8855,3537,9732,5409,2890,7655,68043,8505.38
1361,Bihar,Rural,5,6913,1095,770,1464,837,1409,760,2035,15283,3056.6
1362,Bihar,Rural,4,3250,1102,435,894,2778,871,699,1150,11179,2794.75
1363,Karnataka,Rural,4,7638,1574,1254,2778,3647,798,543,1886,20118,5029.5
1364,Maharashtra,Urban,7,20521,6516,6053,2488,17800,2494,1955,2390,60217,8602.43
1365,Bihar,Rural,2,6967,2817,1135,2287,3138,896,614,1732,19586,9793.0
1366,Delhi,Urban,7,16111,4299,4516,6243,6574,3586,3601,6294,51224,7317.71
1367,Karnataka,Urban,5,11575,5519,5171,3093,6863,3216,2553,1592,39582,7916.4
1368,Delhi,Rural,8,4214,1020,797,1124,3065,886,1179,1509,13794,1724.25
1369,Rajasthan,Rural,3,2230,1376,997,936,1613,624,427,901,9104,3034.67
1370,Karnataka,Rural,5,8485,3212,1052,1166,1358,1848,746,2095,19962,3992.4
1371,Uttar Pradesh,Rural,4,5136,1709,1689,724,2760,853,999,1540,15410,3852.5
1372,Uttar Pradesh,Urban,7,11261,3229,5808,3725,11287,2039,2992,3771,44112,6301.71
1373,Uttar Pradesh,Rural,2,6133,1308,1318,1867,2998,1625,1280,1099,17628,8814.0
1374,Bihar,Rural,4,2914,411,990,485,3615,376,450,1184,10425,2606.25
1375,Tamil Nadu,Rural,5,2130,1237,797,429,2621,344,460,1028,9046,1809.2
1376,Kerala,Urban,8,13422,6199,2519,6812,17927,3997,2740,2361,55977,6997.12
1377,West Bengal,Rural,6,4948,1863,1830,1345,2108,1366,792,1662,15914,2652.33
1378,Tamil Nadu,Urban,7,9821,3672,2736,3081,11945,3049,2529,2068,38901,5557.29
1379,West Bengal,Rural,6,5172,2234,729,802,847,875,726,629,12014,2002.33
1380,Uttar Pradesh,Rural,6,3155,1190,1162,1009,915,432,177,1175,9215,1535.83
1381,Uttar Pradesh,Urban,6,21870,4644,8211,8898,4892,2693,4274,4580,60062,10010.33
1382,Maharashtra,Rural,3,4373,1123,706,1535,420,590,646,561,9954,3318.0
1383,Kerala,Rural,2,6141,1531,1630,1516,1133,1127,1175,1406,15659,7829.5
1384,Kerala,Urban,7,13577,5009,2590,1746,10471,1468,1252,3823,39936,5705.14
1385,Rajasthan,Urban,8,7239,1485,2144,1099,7626,707,690,2150,23140,2892.5
1386,Rajasthan,Rural,6,3454,1977,1012,1196,2675,932,623,1255,13124,2187.33
1387,Bihar,Rural,7,6700,1825,947,1941,650,1469,991,1711,16234,2319.14
1388,Kerala,Rural,6,6503,2023,1058,1458,3496,1360,601,1394,17893,2982.17
1389,Karnataka,Urban,7,10141,4709,4093,3229,7887,2766,1515,2321,36661,5237.29
1390,Tamil Nadu,Urban,2,7218,2556,1825,1457,17548,880,702,1919,34105,17052.5
1391,Kerala,Urban,7,15927,6515,4620,3325,3877,2607,1130,1982,39983,5711.86
1392,Rajasthan,Rural,3,2417,537,918,1240,844,771,189,672,7588,2529.33
1393,Kerala,Urban,3,12105,5619,4479,3866,3643,2610,1077,1445,34844,11614.67
1394,Rajasthan,Rural,7,6584,3432,888,1680,2146,1387,1073,1098,18288,2612.57
1395,Tamil Nadu,Urban,3,14258,4380,5028,2752,8387,2301,2439,3262,42807,14269.0
1396,Bihar,Rural,8,4920,1340,671,1936,75,620,859,983,11404,1425.5
1397,Gujarat,Urban,8,12629,2521,2387,3098,11788,2793,1987,3199,40402,5050.25
1398,West Bengal,Rural,4,2906,666,977,795,2261,637,376,401,9019,2254.75
1399,Kerala,Rural,8,7385,1006,796,1902,3879,1292,871,1240,18371,2296.38
1400,Bihar,Rural,6,2533,552,476,1085,453,700,244,1033,7076,1179.33
1401,Karnataka,Urban,8,13472,3880,6499,4738,13097,4834,2695,1710,50925,6365.62
1402,Rajasthan,Rural,3,2322,777,1013,1190,2765,510,571,433,9581,3193.67
1403,Tamil Nadu,Urban,8,17648,3815,4667,3999,10300,4469,4528,1787,51213,6401.62
1404,Kerala,Urban,6,18021,4574,4614,7192,7288,5389,3198,6811,57087,9514.5
1405,Delhi,Rural,3,3644,1388,508,704,2044,641,214,605,9748,3249.33
1406,Kerala,Urban,6,14889,3398,5244,5601,14053,2462,4131,5242,55020,9170.0
1407,Kerala,Rural,7,5601,1176,810,1470,2183,951,937,2227,15355,2193.57
1408,Karnataka,Rural,8,4508,797,1865,931,1149,649,645,1182,11726,1465.75
1409,Karnataka,Urban,7,5952,803,1549,2087,17809,618,668,2128,31614,4516.29
1410,Tamil Nadu,Rural,7,2624,529,1218,1239,1630,618,460,1179,9497,1356.71
1411,Kerala,Rural,8,3078,1230,1031,792,314,444,197,536,7622,952.75
1412,Gujarat,Urban,2,9005,2260,1654,2337,6882,1664,675,2699,27176,13588.0
1413,Kerala,Rural,8,2807,709,1026,1217,3158,704,321,328,10270,1283.75
1414,Tamil Nadu,Urban,6,16064,2616,2252,2342,12231,4161,1802,5784,47252,7875.33
1415,Delhi,Rural,4,2600,411,605,638,1347,521,228,745,7095,1773.75
1416,West Bengal,Urban,2,16580,6681,3391,4437,7272,4025,2474,6906,51766,25883.0
1417,Bihar,Rural,4,4131,1026,1331,1666,1870,1119,537,1908,13588,3397.0
1418,Kerala,Urban,3,7945,2137,2058,1315,15328,1205,1330,1029,32347,10782.33
1419,Delhi,Urban,6,22928,3214,6613,5290,16321,2744,2614,3083,62807,10467.83
1420,Uttar Pradesh,Rural,5,6189,3350,1824,1098,3488,1792,1191,1522,20454,4090.8
1421,Uttar Pradesh,Urban,2,11353,1989,4412,2535,6575,1699,1199,3181,32943,16471.5
1422,Delhi,Rural,2,5361,1734,1557,2024,1362,1773,814,713,15338,7669.0
1423,Gujarat,Rural,4,4758,1635,1859,1445,2215,1358,499,2662,16431,4107.75
1424,Tamil Nadu,Urban,6,12906,7144,3773,5829,14731,3337,3033,6549,57302,9550.33
1425,Uttar Pradesh,Rural,8,6032,3416,1798,1248,3907,1312,549,1797,20059,2507.38
1426,Maharashtra,Urban,4,17943,7052,3563,5590,10313,3064,1421,1992,50938,12734.5
1427,Gujarat,Urban,2,19473,6262,4207,6168,9340,2821,3859,4024,56154,28077.0
1428,Uttar Pradesh,Urban,8,13487,4173,2674,3243,16150,2784,2349,1372,46232,5779.0
1429,Kerala,Rural,7,6664,2179,2239,3158,1602,1465,684,1043,19034,2719.14
1430,West Bengal,Urban,3,5822,2808,2430,1518,12963,1213,1588,1498,29840,9946.67
1431,Rajasthan,Urban,2,24550,7052,5979,5613,16540,4186,1830,5488,71238,35619.0
1432,Uttar Pradesh,Urban,4,6669,1425,1638,2150,16513,1272,431,901,30999,7749.75
1433,Bihar,Rural,7,4624,935,936,2361,448,1083,1146,2098,13631,1947.29
1434,Rajasthan,Urban,8,21482,3140,6450,3095,11759,4791,1973,5598,58288,7286.0
1435,West Bengal,Rural,2,8457,3172,2525,3079,3516,1181,552,804,23286,11643.0
1436,Kerala,Rural,3,5636,741,880,1724,3722,637,697,1588,15625,5208.33
1437,Tamil Nadu,Rural,5,3441,2137,1185,1604,251,624,777,752,10771,2154.2
1438,Rajasthan,Rural,7,5214,1576,990,2315,902,810,1108,910,13825,1975.0
1439,Rajasthan,Rural,5,3987,573,1523,1093,1332,455,433,419,9815,1963.0
1440,Uttar Pradesh,Urban,2,11177,5529,2050,3418,10639,1541,1518,3189,39061,19530.5
1441,Maharashtra,Rural,4,8092,2410,1169,3049,2677,2067,1516,2787,23767,5941.75
1442,Gujarat,Rural,8,3516,1935,806,1276,1016,593,603,1206,10951,1368.88
1443,Gujarat,Rural,2,3266,1014,1699,1519,875,1215,304,1319,11211,5605.5
1444,West Bengal,Rural,5,5227,1287,1803,2364,1517,854,1021,1940,16013,3202.6
1445,Rajasthan,Urban,7,12008,5013,4202,3365,7487,2197,2831,4647,41750,5964.29
1446,Rajasthan,Urban,4,11804,2181,1860,3491,6255,1784,2230,4303,33908,8477.0
1447,West Bengal,Urban,2,14858,4754,6567,5297,5944,2641,2870,3122,46053,23026.5
1448,Maharashtra,Rural,4,4163,1808,1820,963,498,669,935,959,11815,2953.75
1449,Tamil Nadu,Urban,3,10357,3972,1638,2077,15602,1700,2236,3083,40665,13555.0
1450,Kerala,Rural,8,6659,2365,742,1159,2172,1214,649,2124,17084,2135.5
1451,Kerala,Rural,7,2155,866,335,342,2943,275,299,385,7600,1085.71
1452,Karnataka,Rural,2,2624,1112,488,1318,852,528,668,587,8177,4088.5
1453,Delhi,Rural,8,3950,1938,1708,1779,2313,1163,242,425,13518,1689.75
1454,Delhi,Urban,6,6504,2955,3189,2181,13614,1045,1074,1699,32261,5376.83
1455,Kerala,Urban,6,20318,6319,8213,3715,7018,2908,3879,3472,55842,9307.0
1456,Rajasthan,Rural,5,7553,1615,2636,2439,354,2039,1431,1104,19171,3834.2
1457,Kerala,Urban,5,17566,5255,3849,4794,17340,2441,1305,4386,56936,11387.2
1458,Bihar,Rural,5,3410,1563,859,1042,213,681,624,769,9161,1832.2
1459,West Bengal,Rural,3,5645,1409,1287,1615,1500,1063,955,1508,14982,4994.0
1460,Kerala,Rural,6,4638,1665,903,1531,2485,1119,394,1251,13986,2331.0
1461,Kerala,Rural,5,6039,2498,895,2042,2856,1774,1314,705,18123,3624.6
1462,Rajasthan,Urban,8,10243,4860,1439,2931,14728,2145,1634,3670,41650,5206.25
1463,West Bengal,Rural,8,3456,407,775,651,529,438,310,826,7392,924.0
1464,Uttar Pradesh,Urban,2,10536,4999,1397,3115,14197,2050,1347,2355,39996,19998.0
1465,Bihar,Rural,4,5197,613,677,1711,3213,901,546,457,13315,3328.75
1466,Gujarat,Urban,5,11964,3791,4214,2667,6997,1755,2173,1066,34627,6925.4
1467,Kerala,Urban,2,4671,3001,1660,933,5306,1187,578,1944,19280,9640.0
1468,Uttar Pradesh,Rural,2,2511,1278,479,895,2697,618,565,867,9910,4955.0
1469,Kerala,Urban,4,12990,4785,6001,2809,13620,3873,1620,5494,51192,12798.0
1470,Karnataka,Rural,7,5807,1617,910,880,95,997,965,1545,12816,1830.86
1471,Rajasthan,Rural,8,5501,1584,2145,1854,2954,1631,674,1983,18326,2290.75
1472,Bihar,Rural,8,2623,728,571,898,1029,400,473,1076,7798,974.75
1473,Maharashtra,Rural,5,4576,942,1165,1600,1155,819,687,903,11847,2369.4
1474,Rajasthan,Rural,4,7045,956,2435,1187,690,1279,1008,1533,16133,4033.25
1475,Kerala,Rural,4,6291,1801,1906,1375,1090,1850,932,993,16238,4059.5
1476,Maharashtra,Urban,2,13048,4250,3745,2637,3553,2843,2025,3610,35711,17855.5
1477,West Bengal,Urban,3,12435,1702,3735,3318,12999,1316,1505,1188,38198,12732.67
1478,Karnataka,Rural,5,4451,2000,982,1730,524,1294,983,1984,13948,2789.6
1479,Kerala,Rural,3,5026,1489,791,1365,71,836,563,1649,11790,3930.0
1480,Uttar Pradesh,Rural,8,7021,1763,2594,2106,3566,1642,1194,1367,21253,2656.62
1481,Kerala,Urban,2,14590,2104,4477,3968,4176,2212,2659,2501,36687,18343.5
1482,Kerala,Urban,4,16431,3081,5879,5568,11813,3297,2341,1864,50274,12568.5
1483,Kerala,Rural,4,9250,1868,2405,2223,3519,1628,965,1418,23276,5819.0
1484,Karnataka,Urban,4,25178,8129,7054,4259,14932,2874,2504,6998,71928,17982.0
1485,Rajasthan,Rural,5,4557,2154,1884,1036,2780,859,732,772,14774,2954.8
1486,Kerala,Rural,7,5064,3073,2140,2179,771,783,1301,1469,16780,2397.14
1487,Maharashtra,Urban,5,11904,5264,3103,6462,7872,2927,2657,6102,46291,9258.2
1488,Tamil Nadu,Rural,6,2227,433,898,475,823,527,169,872,6424,1070.67
1489,Bihar,Rural,5,3418,652,663,1255,2177,647,582,528,9922,1984.4
1490,Delhi,Urban,3,14331,4521,3784,4585,15460,2085,1527,4994,51287,17095.67
1491,Rajasthan,Rural,4,8000,1895,1548,2387,2502,1570,1135,1521,20558,5139.5
1492,Karnataka,Urban,3,11145,1674,2275,2519,9034,2576,1584,2059,32866,10955.33
1493,Karnataka,Urban,4,19455,5336,4236,6787,14264,2783,1697,6932,61490,15372.5
1494,Tamil Nadu,Urban,7,8233,1577,1952,3764,11756,1607,1883,1779,32551,4650.14
1495,Uttar Pradesh,Urban,5,6215,1578,1896,2184,7957,1199,1299,1651,23979,4795.8
1496,Maharashtra,Urban,8,7722,2877,1277,2729,15521,1958,1423,1378,34885,4360.62
1497,Kerala,Rural,3,4757,588,464,1447,3223,984,773,1627,13863,4621.0
1498,Delhi,Rural,4,3237,676,890,629,2552,598,447,355,9384,2346.0
1499,Gujarat,Urban,2,14724,2248,5415,3624,6514,3640,999,5443,42607,21303.5
1500,Gujarat,Urban,4,9270,1704,3977,3426,12412,2214,689,3388,37080,9270.0
1501,Karnataka,Rural,3,3667,751,1282,972,1545,856,339,1130,10542,3514.0
1502,Bihar,Rural,5,3388,1415,677,838,393,514,295,1000,8520,1704.0
1503,Maharashtra,Rural,7,5497,2175,1761,1707,1865,749,1078,1245,16077,2296.71
1504,Delhi,Rural,5,8112,3709,1203,3146,2040,1679,1000,2892,23781,4756.2
1505,Tamil Nadu,Rural,7,7074,2599,2558,1750,3351,1465,1193,1559,21549,3078.43
1506,Gujarat,Rural,8,7333,3138,1456,1121,608,1005,1001,2666,18328,2291.0
1507,Maharashtra,Rural,3,4621,1885,1238,1056,2502,845,569,2042,14758,4919.33
1508,Delhi,Rural,2,8245,1408,1263,1732,2745,1856,558,893,18700,9350.0
1509,Rajasthan,Rural,7,4837,664,1446,1811,1597,625,479,1239,12698,1814.0
1510,Uttar Pradesh,Rural,8,6134,2061,1687,1258,835,1351,522,779,14627,1828.38
1511,Kerala,Urban,7,15368,4704,4606,2540,6194,1869,2673,3344,41298,5899.71
1512,Uttar Pradesh,Rural,6,6716,1697,1662,2234,622,785,589,1525,15830,2638.33
1513,Delhi,Rural,2,5493,2097,786,1315,1922,705,832,681,13831,6915.5
1514,Delhi,Rural,3,4975,1297,504,1177,249,533,936,1190,10861,3620.33
1515,Rajasthan,Urban,7,18970,3012,2442,7601,14579,4991,2566,2678,56839,8119.86
1516,Gujarat,Rural,3,3353,792,859,709,1459,934,517,687,9310,3103.33
1517,Rajasthan,Rural,3,6160,2996,771,1748,3390,1595,966,1105,18731,6243.67
1518,Delhi,Rural,8,2687,559,1218,716,887,638,406,388,7499,937.38
1519,Rajasthan,Urban,8,9768,2435,956,1858,4312,1661,878,735,22603,2825.38
1520,Tamil Nadu,Urban,6,14022,5591,2168,3026,3645,1339,2383,1590,33764,5627.33
1521,West Bengal,Rural,2,1603,575,856,326,2220,400,136,463,6579,3289.5
1522,Karnataka,Urban,3,11398,2893,3543,2170,3027,1878,1783,1977,28669,9556.33
1523,Gujarat,Urban,6,8781,1299,1534,1636,11436,980,1370,2420,29456,4909.33
1524,Maharashtra,Rural,5,2985,1263,852,632,1496,661,344,788,9021,1804.2
1525,Maharashtra,Rural,4,4157,1137,496,1023,1121,1078,425,779,10216,2554.0
1526,Gujarat,Rural,2,3753,1469,981,907,1936,530,697,605,10878,5439.0
1527,Gujarat,Rural,4,5500,2449,2249,946,1070,1215,844,2135,16408,4102.0
1528,Tamil Nadu,Urban,2,22432,6755,3611,3945,3542,2547,3845,3914,50591,25295.5
1529,Rajasthan,Urban,2,11160,1918,2489,3705,11566,2180,1983,3642,38643,19321.5
1530,Tamil Nadu,Rural,3,3853,2066,1724,1765,311,763,541,914,11937,3979.0
1531,Maharashtra,Rural,8,4330,1531,1331,1502,3159,645,393,343,13234,1654.25
1532,Bihar,Urban,8,17528,2419,3024,5274,9285,2441,2811,6596,49378,6172.25
1533,West Bengal,Rural,3,3579,1275,675,1281,3431,565,183,629,11618,3872.67
1534,Rajasthan,Urban,3,15532,8312,2868,4190,6505,2715,1417,3702,45241,15080.33
1535,Bihar,Rural,3,4097,1558,1415,1170,1195,1205,534,575,11749,3916.33
1536,Uttar Pradesh,Urban,8,21174,9485,6450,8403,12700,3305,3237,6555,71309,8913.62
1537,West Bengal,Urban,4,19489,6613,7947,6803,3794,2535,3120,1905,52206,13051.5
1538,Uttar Pradesh,Rural,7,4418,1203,1427,1243,3209,1027,1361,2198,16086,2298.0
1539,Karnataka,Urban,2,9036,4807,3493,2241,8528,1906,1534,2842,34387,17193.5
1540,Karnataka,Rural,2,2715,1180,1142,1130,2137,348,259,700,9611,4805.5
1541,West Bengal,Rural,3,5250,2095,1178,2686,1760,1886,938,818,16611,5537.0
1542,Kerala,Rural,4,6640,1827,1524,1189,161,1119,691,988,14139,3534.75
1543,Gujarat,Rural,3,4555,1629,1359,1128,3288,829,890,1107,14785,4928.33
1544,Gujarat,Rural,6,2370,611,1020,845,2324,644,559,1159,9532,1588.67
1545,Rajasthan,Rural,7,1933,1150,1032,892,691,421,206,570,6895,985.0
1546,Kerala,Urban,4,13721,4225,4260,3904,17308,2216,885,2200,48719,12179.75
1547,Tamil Nadu,Rural,7,4227,1916,1022,1083,376,947,823,1414,11808,1686.86
1548,Gujarat,Rural,5,3341,595,861,1309,1854,738,514,892,10104,2020.8
1549,Kerala,Rural,7,6117,1131,1275,1996,3472,1212,1081,1430,17714,2530.57
1550,Gujarat,Rural,7,4072,2041,1587,1984,307,1406,1028,535,12960,1851.43
1551,Rajasthan,Rural,7,6068,2542,2145,1010,3477,1116,827,770,17955,2565.0
1552,Uttar Pradesh,Rural,5,8177,1263,869,2509,1926,1365,1383,2898,20390,4078.0
1553,Rajasthan,Urban,3,7375,2793,1553,1776,8311,1694,1524,2125,27151,9050.33
1554,Gujarat,Urban,3,12225,5679,3088,5534,6338,3791,2049,2215,40919,13639.67
1555,Uttar Pradesh,Urban,3,5824,1183,1704,1575,15618,2010,1601,1382,30897,10299.0
1556,Rajasthan,Rural,2,2297,886,561,741,1903,413,264,695,7760,3880.0
1557,Bihar,Rural,3,6183,1986,2085,2702,742,805,661,1017,16181,5393.67
1558,Uttar Pradesh,Rural,3,5893,2513,2709,2785,3192,1925,1311,2739,23067,7689.0
1559,Tamil Nadu,Urban,4,11069,4861,1712,3215,12213,2398,2139,3043,40650,10162.5
1560,Gujarat,Rural,3,6058,1687,678,2081,1999,1437,1095,1206,16241,5413.67
1561,Rajasthan,Rural,6,7204,1313,969,2495,1651,806,1541,1825,17804,2967.33
1562,Karnataka,Rural,3,4229,1627,451,888,2037,879,794,779,11684,3894.67
1563,Maharashtra,Rural,4,5424,2188,1261,1357,2208,668,473,716,14295,3573.75
1564,Uttar Pradesh,Urban,3,15338,6114,3055,5719,6281,4699,2973,3321,47500,15833.33
1565,Kerala,Urban,7,5640,2354,1066,1651,14305,1247,860,2656,29779,4254.14
1566,Karnataka,Rural,7,3795,1230,1544,1576,1557,613,360,1011,11686,1669.43
1567,Gujarat,Rural,8,6966,2690,1814,1605,2745,1743,1008,2088,20659,2582.38
1568,Kerala,Urban,8,5022,2400,1635,1987,13072,943,939,1398,27396,3424.5
1569,Kerala,Rural,8,3130,1164,906,1321,776,767,693,518,9275,1159.38
1570,Uttar Pradesh,Rural,5,8615,1875,1097,1152,201,1355,605,1450,16350,3270.0
1571,Gujarat,Rural,8,4081,728,1464,1185,1123,583,283,497,9944,1243.0
1572,Uttar Pradesh,Urban,6,12537,6385,5394,4282,6837,2830,2732,4749,45746,7624.33
1573,Tamil Nadu,Urban,7,12123,2227,5672,4607,8207,3995,2096,6032,44959,6422.71
1574,Bihar,Urban,5,11696,4807,5241,3619,3787,3554,1366,1207,35277,7055.4
1575,Tamil Nadu,Urban,8,12488,3812,3231,1923,5576,1970,1190,2451,32641,4080.12
1576,Gujarat,Urban,7,19486,5056,3365,3260,6550,4907,2455,5554,50633,7233.29
1577,Bihar,Urban,8,20516,6772,2465,3197,17021,4114,3309,4501,61895,7736.88
1578,Gujarat,Rural,7,3055,1160,357,798,3442,622,493,699,10626,1518.0
1579,Tamil Nadu,Rural,4,6294,2011,1275,1583,3814,1896,805,1783,19461,4865.25
1580,West Bengal,Rural,6,5142,939,787,1731,808,1377,921,564,12269,2044.83
1581,Delhi,Rural,7,5425,3060,967,942,1685,1260,551,2228,16118,2302.57
1582,Delhi,Rural,7,6686,1566,2941,2642,1084,983,1675,2499,20076,2868.0
1583,Kerala,Rural,7,5378,1664,1564,1818,239,862,978,683,13186,1883.71
1584,Kerala,Urban,8,6501,3085,2230,1868,3948,1578,462,1029,20701,2587.62
1585,Bihar,Urban,6,13549,6138,2230,3684,14589,2665,2799,1896,47550,7925.0
1586,Tamil Nadu,Urban,2,5074,1615,1069,1804,7899,1377,1017,1019,20874,10437.0
